Deal ID;Is public;Deal scope;Deal size;Target country;Current size under contract;Current size in operation (production);Current negotiation status;Current implementation status;Fully updated;Created at;Top parent companies;Intended size (in ha);Size under contract (leased or purchased area, in ha);Size in operation (production, in ha);Comment on land area;Intention of investment;Comment on intention of investment;Carbon offset project;Comment on carbon offset project;Nature of the deal;Comment on nature of the deal;Negotiation status;Comment on negotiation status;Implementation status;Comment on implementation status;Purchase price;Purchase price currency;Purchase price area type;Purchase price area;Comment on purchase price;Annual leasing fee;Annual leasing fee currency;Annual leasing fee type;Annual leasing fee area;Comment on leasing fees;Contract farming;On leased / purchased;On leased area/farmers/households;Not on leased / purchased (out-grower);Not on leased area/farmers/households (out-grower);Comment on contract farming;Jobs created (total);Planned number of jobs (total);Planned employees (total);Planned daily/seasonal workers (total);Current total number of jobs/employees/ daily/seasonal workers;Comment on jobs created (total);Jobs created (foreign);Planned number of jobs (foreign);Planned employees (foreign);Planned daily/seasonal workers (foreign);Current foreign number of jobs/employees/ daily/seasonal workers;Comment on jobs created (foreign);Jobs created (domestic);Planned number of jobs (domestic);Planned employees (domestic);Planned daily/seasonal workers (domestic);Current domestic number of jobs/employees/ daily/seasonal workers;Comment on jobs created (domestic);Actors involved in the negotiation / admission process;Name of investment project;Comment on investment chain;Operating company: Investor ID;Operating company: Name;Operating company: Country of registration/origin;Operating company: Classification;Operating company: Investor homepage;Operating company: Opencorporates link;Operating company: Comment;Name of community;Name of indigenous people;Comment on communities / indigenous peoples affected;Recognition status of community land tenure;Comment on recognitions status of community land tenure;Community consultation;Comment on consultation of local community;Community reaction;Comment on community reaction;Presence of land conflicts;Comment on presence of land conflicts;Displacement of people;Number of people actually displaced;Number of households actually displaced;Number of people displaced out of their community land;Number of people displaced staying on community land;"Number of households displaced ""only"" from their agricultural fields";Number of people facing displacement once project is fully implemented;Comment on displacement of people;Negative impacts for local communities;Comment on negative impacts for local communities;Promised compensation (e.g. for damages or resettlements);Received compensation (e.g. for damages or resettlements);Promised benefits for local communities;Comment on promised benefits for local communities;Materialized benefits for local communities;Comment on materialized benefits for local communities;Presence of organizations and actions taken (e.g. farmer organizations, NGOs, etc.);Former land owner;Comment on former land owner;Former land use;Comment on former land use;Former land cover;Comment on former land cover;Crops area/yield/export;Comment on crops;Livestock area/yield/export;Comment on livestock;Mineral resources area/yield/export;Comment on mineral resources;Contract farming crops;Comment on contract farming crops;Contract farming livestock;Comment on contract farming livestock;Electricity generation;Comment on electricity generation;Carbon sequestration/offsetting;Comment on carbon sequestration/offsetting;Has domestic use;Domestic use;Has export;Export;Country 1;Country 1 ratio;Country 2;Country 2 ratio;Country 3;Country 3 ratio;Comment on use of produce;In country processing of produce;Comment on in country processing of produce;Processing facilities / production infrastructure of the project (e.g. oil mill, ethanol distillery, biomass power plant etc.);In-country end products of the project;Water extraction envisaged;Comment on water extraction envisaged;Source of water extraction;Comment on source of water extraction;Comment on how much do investors pay for water;Water extraction amount;Comment on how much water is extracted;Use of irrigation infrastructure;Comment on use of irrigation infrastructure;Water footprint of the investment project;Comment on gender-related info;Overall comment;Not public;Comment on not public
11245;Yes;transnational;1471.00;Panama;1471.00;1471.00;Concluded (Change of ownership);In operation (production);2025-03-19T10:49:24.674173+00:00;2025-03-19T09:29:55.634677+00:00;12Tree Finance GmbH#44192#Germany;1471.00;2019#current#1471;2019#current#1471;;2019#current#1471#Food crops, For carbon sequestration/REDD;The area is divided into 811 hectares for agroforestry and 660 hectares of conserved primary and secondary rainforest. It is not yet clear how much of the area will be used for carbon sequestration.;Yes;;Outright purchase;;2019#current#Concluded (Change of ownership);;2019#current#In operation (production);;;;;;;;;;;;No;Unknown;;Unknown;;;Yes;;;;2019#current#200##;;Unknown;;;;;;Unknown;;;;;;;Cuango Farm, Afforestation Colón, Panama;;44192;12Tree Finance GmbH;Germany;;https://www.12tree.de/legal-informationimprint;https://opencorporates.com/companies/de/F1103R_HRB191810;;;;;;;;;;;Unknown;;Unknown;;;;;;;;;;;;;;;;;;;Smallholder agriculture|Pastoralism;The land was previously used to farm cattle and grow teak.;Forest land|Shrub land/Grassland (Rangeland);;2019#current#1471###Cacao;12Tree is planting plantains, pigeon peas, nitrogen fixing trees, like the madre cacao, and timber trees, like the almendro, together to provide shade for the cocoa.;;;;;;;;;;;"2019-12-04#2049-12-03#current#REFORESTATION#1471##2987#12tree together with Terra Global and Frutera del Atlantico#Yes#REGISTERED#VCS#VCS4632#The VCS Project Status as of 2025 is ""Under development"".";;Unknown;;Unknown;;;;;;;;;Unknown;;;;Unknown;;;;;;;Unknown;;;;;False;
11357;Yes;transnational;2063.86;Brazil;2063.86;;Concluded (Contract signed);In operation (production);;2025-05-21T01:06:20.528293+00:00;Royal Dutch Shell#3109#Netherlands|Cosan Industria e Comercio SA#3110#Brazil;;2025#current#2063.86;;"According to data from the National Rural Land Registry System (SNCR), the company owned (through purchase) a total of four properties in the municipality of Morro Agudo: Fazenda Santa Mercedes Gleba A and B; Gleba C Parte 2 – Fazenda Barra do Agudo; Fazenda Santa Carolina Gleba C-1; and Fazenda Santa Carolina Gleba A-1. Together, these four properties amount to 501.86 hectares.

However, on the company’s official website, two farms are listed as operational:  Fazenda Sucuri (1448.7 ha) and Fazenda Invernada (113.26 ha). . These two farms, however, are not registered under the name of Raízen, but rather under the names of individuals. Combined, they total 1562 hectares.";2021#current##Biomass for biofuels;Raízen produces only ethanol derived from sugarcane. The company has taken a leading role in the production of second-generation ethanol.;Unknown;;Outright purchase|Lease;"Considering that the National Rural Registry System (SNCR) lists farms declared as properties acquired through purchase, it is possible to affirm that the properties registered under the names of Biosev and Raízen were purchased by Raízen, while Fazenda Sucuri (covering 1,448.7 hectares) was leased.

According to data from the National Rural Land Registry System (SNCR), the company owned (through purchase) a total of four properties in the municipality of Morro Agudo: Fazenda Santa Mercedes Gleba A and B; Gleba C Parte 2 – Fazenda Barra do Agudo; Fazenda Santa Carolina Gleba C-1; and Fazenda Santa Carolina Gleba A-1. Together, these four properties amount to 501.86 hectares.

However, on the company’s official website, two farms are listed as operational:  Fazenda Sucuri (1448.7 ha) and Fazenda Invernada (113.26 ha). . These two farms, however, are not registered under the name of Raízen, but rather under the names of individuals and Biosev. Combined, they total 1562 hectares.";2021##Intended (Under negotiation)|2022#current#Concluded (Contract signed);There are two sugarcane mills in the municipality of Morro Agudo, established in the 1980s. In 2009, Biosev (a company owned by the Louis Dreyfus Commodities group) acquired the processing units. In 2021, Biosev was sold to Raízen.;2021#current#In operation (production);"There are two production units in the same municipality; however, one of them (Bioparque MB) announced the shutdown of its operations (sugarcane continues to be cultivated but is now sent to other mills). The Bioparque Vale do Rosário unit remains in operation.

In 2023, the Bioparque Vale do Rosário unit was undergoing expansion, according to the company’s report.";;;;;;;;;;;Unknown;Unknown;;Unknown;;;Unknown;;;;;;Unknown;;;;;;Unknown;;;;;;;Bioparque Vale do Rosário & Bioparque MB;There are two sugarcane mills in the municipality of Morro Agudo, established in the 1980s. In 2009, Biosev (a company owned by the Louis Dreyfus Commodities group) acquired the processing units. In 2021, Biosev was sold to Raízen.;35396;Raizen;Brazil;Private company;;;;;;;;;;;;;Unknown;;Unknown;;;;;;;;;;;;;;;;;;;;;;;#current####Sugar Cane;Sugarcane production for ethanol and biomethane.;;;;;;;;;;;;;Unknown;;Unknown;;;;;;;;;Unknown;;;;Unknown;;;;;;;Unknown;;;;;False;
11363;Yes;transnational;1443.80;Brazil;1443.80;;Concluded (Contract signed);Project not started;2025-06-03T22:08:31.356473+00:00;2025-05-22T18:00:53.189171+00:00;CDC Group plc#984#United Kingdom of Great Britain and Northern Ireland;;2022#current#1443.8;;The project was approved by the State Secretariat for Environment and Sustainable Development (SEMAD) in 2022. In 2023, it was granted authorization by the Brazilian Electricity Regulatory Agency (ANEEL).;2022#current#1443.8#Wind farm;"The project was approved by the State Secretariat for Environment and Sustainable Development (SEMAD) in 2022. In 2023, it was granted authorization by the Brazilian Electricity Regulatory Agency (ANEEL).

In 2022, the company responsible for the project, the French firm Voltalia, requested the cancellation of the Simplified Environmental Licensing process.";Unknown;;Outright purchase;;2022#current#Concluded (Contract signed);"The Juramento Wind Complex had its licensing approved by the Government of the State of Minas Gerais in 2022. In the same year, the company responsible for its construction, the Italian firm Voltalia, requested the cancellation of the licensing process. In 2023, the Juramento Wind Complex was approved by ANEEL.

In June 2022, the company announced the sale of the complex to Atlas Renewable Energy. The sale has been completed. Construction of the wind complex has not yet begun.";2022#current#Project not started;"The Juramento Wind Complex had its licensing approved by the Government of the State of Minas Gerais in 2022. In the same year, the company responsible for its construction, the Italian firm Voltalia, requested the cancellation of the licensing process. In 2023, the Juramento Wind Complex was approved by ANEEL.

In June 2022, the company announced the sale of the complex to Atlas Renewable Energy. The sale has been completed. Construction of the wind complex has not yet begun.";;;;;;;;;;;Unknown;Unknown;;Unknown;;;Unknown;;;;;;Unknown;;;;;;Unknown;;;;;;;Complexo Eólico Juramento;In June 2022, the company announced the sale of the complex to Atlas Renewable Energy. The sale has been completed. Construction of the wind complex has not yet begun.;47295;Atlas Renewable Energy;United States of America;Private company;https://www.atlasrenewableenergy.com;;Controlled by the UK-based investment firm Actis.;;;;;;;;;;Unknown;;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2022#current#None#WIND#None#None#None#352.49;;;;Unknown;;Unknown;;;;;;;;;Unknown;;;;Unknown;;;;;;;Unknown;;;;;False;
11368;Yes;transnational;4863.68;Argentina;4863.68;2979.47;Concluded (Contract signed);In operation (production);2025-05-29T13:21:57.864248+00:00;2025-05-24T18:27:23.498506+00:00;Sothys GmbH#47300#Switzerland;;2025-02-21#current#4863.68;#current#2979.47;El 21 de febrero de 2025, Matara S.A. otorgó a Sothys GmbH la tenencia de la tierra mediante un contrato de usufructo, garantizando el derecho legal de uso y aprovechamiento de 4863,98 hectáreas de la finca “El Juramento”.  Este acuerdo, firmado conforme al Artículo 790 del Código Civil y Comercial de la Nación, otorga a Sothys GmbH el control y los derechos de carbono sobre la propiedad por un período mínimo de 40 años.;2025-03-12#current#2979.47#For carbon sequestration/REDD;La fecha de inicio del proyecto es el 12 de marzo de 2025, momento en el cual se tiene previsto comenzar con las actividades de plantación.;Yes;Ámbito sectorial del proyecto: Agricultura, silvicultura y otros usos de la tierra (AFOLU). Categoría del proyecto AFOLU: Forestación, reforestación y revegetación (ARR). El objetivo del proyecto es el establecimiento de bosques en tierras que habían sido previamente degradadas por actividades agrícolas y de cría de ganado.;Lease;La tierra es de propiedad privada y pertenece en su totalidad a Matara S.A., que conserva el dominio del inmueble. El 21 de febrero de 2025, Matara S.A. otorgó a Sothys GmbH la tenencia de la tierra mediante un contrato de usufructo, garantizando el derecho legal de uso y aprovechamiento de 4.863,98 hectáreas de la finca “El Juramento”. Este acuerdo, firmado conforme al Artículo 790 del Código Civil y Comercial de la Nación, otorga a Sothys GmbH el control y los derechos de carbono sobre la propiedad por un período mínimo de 40 años.;2025-02-21#current#Concluded (Contract signed);;2025-03-12#current#In operation (production);La ejecución inicia en 2025 con una fase piloto de 60 hectáreas y se expandirá progresivamente hasta 2028. La sostenibilidad a largo plazo estará garantizada mediante monitoreo, gestión adaptativa y participación comunitaria.;;;;;;;;;;;Unknown;Unknown;;Unknown;;;Unknown;;;;;;Unknown;;;;;;Unknown;;;;;;;Proyecto El Juramento;;47300;Sothys GmbH;Switzerland;Private company;https://sothysnature.com/;;Sothys GmbH es una empresa suiza especializada en la gestión forestal sostenible y el desarrollo de proyectos de carbono. Su VISIÓN es desarrollar proyectos rentables que sean un factor determinante en la mitigación del cambio climático, fomentando el desarrollo sostenible local y la protección de la biodiversidad. Su MISIÓN es promover proyectos de triple impacto—protección ambiental, responsabilidad social y productividad económica—mediante la gestión sostenible de bosques y la generación de créditos de carbono.;;;No hay comunidades indígenas ni residentes directamente afectados por las actividades del proyecto El Juramento. El proyecto se lleva a cabo en terrenos de propiedad privada con títulos claros e indiscutibles, sin intervención directa de las comunidades locales o indígenas.;;;;"Se llevaron a cabo dos talleres técnicos de difusión del proyecto el 18 de febrero de 2025: uno presencial en el establecimiento ""La Esperanza"" dentro del área del proyecto y otro virtual. A estos talleres se enviaron invitaciones formales a los grupos de interés identificados. Los grupos de interés comunitarios relevantes identificados incluyen a los trabajadores residentes en el lugar con sus familias, los vecinos en los pueblos cercanos como Matará, el personal de las escuelas locales (incluyendo un jardín de infantes dentro del área del proyecto), y productores forestales y ganaderos a pequeña escala de la región.";Consent;;No;No existen conflictos territoriales relacionados directamente con el área donde se lleva a cabo el proyecto El Juramento. Las fuentes declaran explícitamente que el proyecto se desarrolla en terrenos de propiedad privada.;No;;;;;;;El proyecto no implica ninguna migración de personas o comunidades del área del proyecto.;;;;;Capacity building|Financial support|Health;"Los beneficios o contribuciones que se mencionan y que son relevantes para estas comunidades locales (como trabajadores residentes, vecinos, educadores y pequeños productores) son: Creación de oportunidades de empleo local en la comunidad; Mejora de la calidad de vida para el personal de la empresa, contratistas y personas de pueblos cercanos; Oportunidades de empleo equitativas, sin discriminación; Preocupación por la salud y seguridad del personal; Diversificación de la producción regional; Acceso a capacitación y desarrollo de habilidades para los trabajadores directos.";;;;;;Pastoralism|Commercial (large-scale) agriculture;Antes del proyecto, el área elegible consistía principalmente en tierras degradadas utilizadas para la agricultura y la ganadería, las cuales carecían de regeneración natural debido a las prácticas de manejo, incluyendo la quema y el uso de herbicidas.;Cropland|Pasture;;;;;;;;;;;;;;"2025-03-12#2065-01-31#current#REFORESTATION#2979.47#3183000#73201#SOTHYS GmbH#Yes#REGISTERED#VCS#5291#El estado del proyecto en Verra es ""Bajo validación""";El período de acreditación del proyecto se extiende desde el 12 de marzo de 2025 hasta el 31 de enero de 2065. Se trata de un período de acreditación de 40 años, aunque la vida útil del proyecto será de 100 años.;Unknown;;Unknown;;;;;;;;;Unknown;;;;Unknown;;;;;;;Unknown;;;;;False;
11373;Yes;transnational;4555.00;Bolivia;4555.00;4102.00;Concluded (Contract signed);In operation (production);2025-06-30T02:29:21.761962+00:00;2025-05-27T20:27:50.107838+00:00;Cresud S.A.#3027#Argentina;;2008#current#4555;2008#current#4102;;2008#current##Food crops;;Unknown;;Outright purchase;;2008#current#Concluded (Contract signed);;2008#current#In operation (production);;;;;;;;;;;;Unknown;Unknown;;Unknown;;;Unknown;;;;;;Unknown;;;;;;Unknown;;;;;;;;;47303;Agropecuaria Acres del Sud SA;Bolivia;Private company;;;;;;;;;;;;;Unknown;;Unknown;;;;;;;;;;;;;;;;;;;;;;;#current####Corn (Maize), Soya Beans, Sugar Cane;;;;;;;;;;;;;;Unknown;;Unknown;;;;;;;;;Unknown;;;;Unknown;;;;;;;Unknown;;;;;False;
11374;Yes;transnational;2356.00;Bolivia;2356.00;1860.00;Concluded (Contract signed);In operation (production);2025-06-02T17:26:37.806234+00:00;2025-05-28T17:41:58.154102+00:00;Cresud S.A.#3027#Argentina;;2011#current#2356;2011#current#1860;;2011#current##Food crops;;Unknown;;Outright purchase;;2011#current#Concluded (Contract signed);;2011#current#In operation (production);;;;;;;;;;;;Unknown;Unknown;;Unknown;;;Unknown;;;;;;Unknown;;;;;;Unknown;;;;;;;;;47303;Agropecuaria Acres del Sud SA;Bolivia;Private company;;;;;;;;;;;;;Unknown;;Unknown;;;;;;;;;;;;;;;;;;;;;;;#current####Corn (Maize), Soya Beans;;;;;;;;;;;;;;Unknown;;Unknown;;;;;;;;;Unknown;;;;Unknown;;;;;;;Unknown;;;;;False;
11378;Yes;transnational;1100.00;Cuba;1100.00;1100.00;Concluded (Contract signed);In operation (production);2025-06-30T02:35:05.323935+00:00;2025-06-05T17:40:52.127654+00:00;FUJINUCO#47318#Vietnam;;2025#current#1100;2025#current#1100;;2025#current##Food crops;;Unknown;;Concession;;2024#current#Concluded (Contract signed);;2025#current#In operation (production);;;;;;;;;;;;Unknown;Unknown;;Unknown;;;Unknown;;;;;;Unknown;;;;;;Unknown;;;;;;;;;47317;Agri VMA SRL;Vietnam;Private company;https://agrivma.com/sobre-nosotros/;;;;;;;;;;;;Unknown;;Unknown;;;;;;;;;;;;;;;;;;;;;;;2025#current####Rice;;;;;;;;;;;;;;Unknown;;Unknown;;;;;;;;;Unknown;;;;Unknown;;;;;;;Unknown;;;;;False;
11401;Yes;transnational;2676.00;Chile;2676.00;;Concluded (Contract signed);In operation (production);;2025-07-06T19:55:03.656354+00:00;Innergex Renewable Energy#47367#Canada;;#current#2676;;El área total del Proyecto, corresponde a aproximadamente 2.900 has, de las cuales 2.676 has pertenecen al parque eólico y 225 has corresponden a la línea de transmisión eléctrica.;#current##Wind farm;;Unknown;;Lease;;2016##Concluded (Contract signed)|2022##Concluded (Change of ownership)|2022#current#Concluded (Contract signed);La construcción del parque comenzó en agosto de 2017. Sin embargo, Mainstream Renewable Power Chile, la empresa detrás del desarrollo y construcción del parque, había anunciado en marzo de 2016 que la construcción del Parque Eólico Sarco comenzaría a mediados de ese año por lo que se presume que la tierra fue arrendada alrededor de esa fecha. Luego, en 2022, Innergex adquirió el 100% de participación en Sarco.;2017##Startup phase (no production)|2020#current#In operation (production);;;;;;;;;;;;Unknown;Unknown;;Unknown;;;Unknown;;;;;;Unknown;;;;;;Unknown;;;;;;;;;47367;Innergex Renewable Energy;Canada;Private company;https://www.innergex.com/es;;;;;"No existen comunidades indígenas ni Áreas de Desarrollo Indígena (ADI) que ocupen el espacio del área de influencia directa o indirecta del Proyecto Parque Eólico Sarco. Se ha considerado a la comuna de Freirina para definir el área de influencia indirecta.

Específicamente, las localidades y viviendas que colindan con el Parque Eólico incluyen Caleta Chañaral de Aceituno y Carrizalillo, junto con aquellas cercanas a la línea de transmisión aérea y su servidumbre (20 metros).";;;;;;;Unknown;;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current#150#WIND#None#50#170#None;;;;Unknown;;Unknown;;;;;;;;;Unknown;;;;Unknown;;;;;;;Unknown;;;;;False;
11402;Yes;transnational;3048.00;Chile;3048.00;;Concluded (Contract signed);In operation (production);2025-07-07T18:06:20.625651+00:00;2025-07-07T15:53:20.268288+00:00;Enel Green Power#41793#Italy;;#current#3048;;;#current##Wind farm;;Unknown;;Concession;;2010#current#Concluded (Contract signed);En diciembre de 2010, el Ministerio de Energía y el de Bienes Nacionales lanzaron una licitación pública para proyectos eólicos en el norte de Chile. Se incluyeron aproximadamente 3 048 ha en Sierra Gorda, junto a otras zonas en la región. Corresponde a una concesión de uso de terrenos fiscales, basada en un “Contratos de Concesión de Uso Oneroso” (CUO), permitiendo uso con contraprestación financiera. En diciembre de 2015, Enel Green Power Chile (EGP) — filial renovable de Enel — anunció el inicio de construcción del parque eólico Sierra Gorda Este (112 MW, luego 168 MW con 56 aerogeneradores), con una inversión cercana a US$ 215 millones. Por lo mencionado anteriormente, la concesión inició entre el 2010 y el 2015.;2016#current#In operation (production);El parque inició su construcción y operacion en 2016.;;;;;;;;;;;Unknown;Unknown;;Unknown;;;Unknown;;;;;;Unknown;;;;;;Unknown;;;;;;;;;47370;Enel Green Power Chile Ltda.;Chile;Private company;https://www.enelgreenpower.com/es/paises/sudamerica/chile;;;;;;;;;;;;Unknown;;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current#None#WIND#None#56#112#None;;;;Unknown;;Unknown;;;;;;;;;Unknown;;;;Unknown;;;;;;;Unknown;;;;;False;
11405;Yes;transnational;2600.00;Chile;2600.00;2600.00;Concluded (Contract signed);In operation (production);;2025-07-10T12:50:39.458875+00:00;Enel Green Power#41793#Italy;;#current#2600;#current#2600;Se mencionan 2600 y 2688 hectáreas.;#current##Wind farm;;Unknown;;Concession;;2012-01-05#current#Concluded (Contract signed);;2013##Startup phase (no production)|2014#current#In operation (production);El parque inició su construcción en el 2013.;;;;;;;;;;;Unknown;Unknown;;Unknown;;;Unknown;;;;;;Unknown;;;;;;Unknown;;;;;;;;;47370;Enel Green Power Chile Ltda.;Chile;Private company;https://www.enelgreenpower.com/es/paises/sudamerica/chile;;;;;;;;;;;;Unknown;;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;#current#None#WIND#None#33#99#None;;;;Unknown;;Unknown;;;;;;;;;Unknown;;;;Unknown;;;;;;;Unknown;;;;;False;
11406;Yes;transnational;1289.00;Chile;1289.00;1289.00;Concluded (Contract signed);In operation (production);;2025-07-10T13:29:33.270872+00:00;Teachers Insurance and Annuity Association of America (TIAA)#47384#United States of America;;2024-01-17#current#1289;2024-01-17#current#1289;;#current#1289#Food crops;;Unknown;;Outright purchase;;2024-01-17#current#Concluded (Contract signed);;#current#In operation (production);;;;;;;;;;;;Unknown;Unknown;;Unknown;;;Unknown;;;;;;Unknown;;;;;;Unknown;;;;;;;Los Nevados;;47382;UnKnown;Chile;;;;;;;;;;;;;;Unknown;;Unknown;;;;;;;;;;;;;;;;;;;;;;;#current#1289###Other crops;Cultivo de avellanas.;;;;;;;;;;;;;Unknown;;Unknown;;;;;;;;;Unknown;;;;Unknown;;;;;;;Unknown;;;;;False;
11408;Yes;transnational;3759.89;Chile;3759.89;;Concluded (Contract signed);Project not started;;2025-07-10T14:24:40.124617+00:00;Ibereólica#47386#Spain;;#current#3759.89;;;#current##Solar park, Wind farm;;Unknown;;Concession;Concesión onerosa.;2021-10-21#current#Concluded (Contract signed);;#current#Project not started;;;;;;;;;;;"Para el Período de Estudios y de Construcción, la renta concesional anual será el equivalente en moneda nacional a UF 120.000.
Para el Período de Operación, la renta concesional anual fija también será el equivalente en moneda nacional a UF 120.000. Además de la renta fija de UF 120.000 durante el período de operación, se añade una Renta Variable Anual. Esta se calcula aplicando un porcentaje de los Ingresos Anuales por Energía Inyectada";Unknown;Unknown;;Unknown;;;Unknown;;;;;;Unknown;;;;;;Unknown;;;;;;;Parque eólico Antofagasta;;47385;Parque Eólico Antofagasta SPA;Chile;Private company;;;;;;;;;;;;;Unknown;;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Está previsto que la capacidad total instalada sea de al menos 458 MW.;;;Unknown;;Unknown;;;;;;;;;Unknown;;;;Unknown;;;;;;;Unknown;;;;;False;
11409;Yes;transnational;827.00;Chile;827.00;827.00;Concluded (Contract signed);In operation (production);;2025-07-10T14:55:12.918724+00:00;Teachers Insurance and Annuity Association of America (TIAA)#47384#United States of America;;2020-12-03#current#827;2020-12-03#current#827;;#current#827#Food crops;;Unknown;;Outright purchase;;2020-12-03#current#Concluded (Contract signed);;#current#In operation (production);;;;;;;;;;;;Unknown;Unknown;;Unknown;;;Unknown;;;;;;Unknown;;;;;;Unknown;;;;;;;La Crianza;;47387;UnKnown;Chile;;;;;;;;;;;;;;Unknown;;Unknown;;;;;;;;;;;;;;;;;;;;;;;#current#827###Other crops;Cultivo de avellanas.;;;;;;;;;;;;;Unknown;;Unknown;;;;;;;;;Unknown;;;;Unknown;;;;;;;Unknown;;;;;False;
11410;Yes;transnational;1215.62;Chile;1215.62;;Concluded (Contract signed);Startup phase (no production);;2025-07-14T20:24:52.163687+00:00;AES Corporation#43617#United States of America;;#current#1215.62;;;#current##Solar park, Wind farm;;Unknown;;Concession;;2021-10-21#current#Concluded (Contract signed);;#current#Startup phase (no production);;;;;;;;;;;"Renta anual concesional:
• Para el Período de Estudios y de Construcción: La renta anual concesional será el equivalente en moneda nacional a 39.612 Unidades de Fomento (U.F.).
• Para el Período de Operación: La renta anual concesional será el equivalente en moneda nacional a 39.612 Unidades de Fomento (U.F.) más un porcentaje de la Energía Inyectada ofrecido por la adjudicataria. Este porcentaje corresponde al 0,01% (cero coma cero uno por ciento) de los ingresos anuales por Energía Inyectada.";Unknown;Unknown;;Unknown;;;Unknown;;;;;;Unknown;;;;;;Unknown;;;;;;;;;47389;Energía Eólica Pampas SpA;Chile;Private company;;;;;;;;;;;;;Unknown;;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Está previsto que la capacidad total instalada sea de al menos 280 MW.;;;Unknown;;Unknown;;;;;;;;;Unknown;;;;Unknown;;;;;;;Unknown;;;;;False;
11411;Yes;transnational;1657.80;Chile;1657.80;;Concluded (Contract signed);Startup phase (no production);;2025-07-14T23:18:04.471151+00:00;Ibereólica#47386#Spain;;#current#1657.8;;;#current##Solar park, Wind farm;;Unknown;;Concession;;2021-10-21#current#Concluded (Contract signed);;#current#Startup phase (no production);;;;;;;;;;;"La renta anual concesional se establece de la siguiente manera:
• Durante el Período de Estudios y de Construcción, la renta concesional anual será equivalente a U.F. 45.000 (Cuarenta y cinco mil Unidades de Fomento) en moneda nacional.
• Durante el Período de Operación, la renta concesional anual será igualmente equivalente a U.F. 45.000 (Cuarenta y cinco mil Unidades de Fomento) en moneda nacional, más una Renta Variable Anual.
La Renta Variable Anual se calcula aplicando un porcentaje a los Ingresos Anuales por Energía Inyectada. Para la adjudicataria, este porcentaje ofrecido es del 0,50% (cero coma cincuenta por ciento).";Unknown;Unknown;;Unknown;;;Unknown;;;;;;Unknown;;;;;;Unknown;;;;;;;;;47390;Ibereólica ERNC Antofagasta SpA;Chile;Private company;;;;;;;;;;;;;Unknown;;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Está previsto que la capacidad total instalada sea de al menos 273,6 MW.;;;Unknown;;Unknown;;;;;;;;;Unknown;;;;Unknown;;;;;;;Unknown;;;;;False;
11412;Yes;transnational;1310.87;Chile;1310.87;;Concluded (Contract signed);Startup phase (no production);;2025-07-14T23:22:40.642590+00:00;Electricité de France (EDF)#40069#France;;#current#1310.87;;;#current##Wind farm;;Unknown;;Concession;Concesión onerosa;2021-10-21#current#Concluded (Contract signed);;#current#Startup phase (no production);;;;;;;;;;;"La renta anual concesional se detalla de la siguiente manera:
• Para el Período de Estudios y de Construcción, la renta anual concesional será el equivalente en moneda nacional a U.F. 60.886.- (sesenta mil ochocientas ochenta y seis Unidades de Fomento).
• Para el Período de Operación, la renta anual concesional será equivalente en moneda nacional a U.F. 60.886.- (sesenta mil ochocientas ochenta y seis Unidades de Fomento), más la Renta Variable Anual.
Es importante destacar que la Renta Variable Anual es un monto en Unidades de Fomento obtenido al aplicar el Porcentaje de Ingresos Anuales por Energía Inyectada ofrecido por el Concesionario, calculado sobre los ingresos anuales de inyección valorizados a costo marginal instantáneo en el punto de conexión del Proyecto al Sistema Eléctrico Nacional, o bien, al mecanismo de estabilización de precios que se refiere el artículo 149 de la Ley General de Servicios Eléctricos. El Porcentaje de Energía Inyectada ofrecido por la adjudicataria corresponde al 0,05% (cero coma cero cinco por ciento).";Unknown;Unknown;;Unknown;;;Unknown;;;;;;Unknown;;;;;;Unknown;;;;;;;;;47391;EDF EN Chile Holding SpA;Chile;Private company;;;;;;;;;;;;;Unknown;;Unknown;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Está previsto que la capacidad total instalada sea de al menos 337 MW.;;;Unknown;;Unknown;;;;;;;;;Unknown;;;;Unknown;;;;;;;Unknown;;;;;False;
